FDA Handle,FDA Upload Date,Omeka Link,research,Confirmed/processed,Filename,File size,OCLC,Monograph/Serial,Type,Title (cyrillic) i͡e Ī ī Ẏ Ḟ ѣ,Title (romanized) ĭ  ë  i͡a  I͡A  ė  Ė  t͡s,Title (controlled)  T͡S  I͡U i͡u,Author (romanized),Author (cyrillic),Author's date of death,Place of publication (Cyrillic),Place of publication (romanized),Publisher (Cyrillic),Publishers (romanized),DCAA publisher number,Date,# of pages,Series (cyrillic),Series (romanized),Series/Serial numbering,Geographic region,Subject,Summary,Online version,Rights information,Notes,Additional Author 1,Additional Author 2,Additional Author 3,Additional Author 4,Series 2,Series 3,Language,Geospatial Data
http://hdl.handle.net/2451/43311,9/6/18,,in,present,isawdca_000810.pdf,29.6 MB,221251878,monograph,book,Столичные города в области низовьев Кашкадарьи с древнейших времен,Stolichnye goroda v oblasti nizovʹev Kashkadarʹi s drevneĭshikh vremen,Stolichnye goroda v oblasti nizovʹev Kashkadarʹi s drevneĭshikh vremen,"Masson, Mihail Evgen'evich","Массон, М.Е.",1897-1986,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1973,102,,,,Uzbekistan,Extinct cities--Russia--Kashkadar'ya Valley. Kashkadar'ya Valley--Antiquities.,,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43312,9/6/18,,in,present,isawdca_000811.pdf,41.8 MB,27323685,monograph,book,Украшения из могильников западной Ферганы,Ukrashenii︠a︡ iz mogilʹnikov Zapadnoĭ Fergany,Ukrashenii︠a︡ iz mogilʹnikov Zapadnoĭ Fergany,"Litvinskiĭ, B.A. (Boris Anatol'evnich)","Литвинский, Б.А.",1923-2010,Москва,Moskva,"Изд-во ""Наука""","Izd-vo ""Nauka""",4,1973,230,Могильники западной Ферганы,Mogilʹniki Zapadnoĭ Fergany,3,,"Jewelry, Ancient--Asia, Central. Asia, Central--Antiquities.",,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43313,9/6/18,,in,present,isawdca_000812.pdf,30.5 MB,4929960,monograph,book,Уртакурган и Тирмизактепа,Urtakurgan i Tirmizaktepa.,Urtakurgan i Tirmizaktepa.,"Negmatov, Numan Negmatovich","Негматов, Н.Н.",1927-2011,Душанбе,Dushanbe,"Изд-во ""Дониш""","Izd-vo ""Donish""",4,1973,145,Материальная культура Уструшаны,Materialʹnai︠a︡ kulʹtura Ustrushany,2,Tajikistan,Tajikistan--Antiquities.,,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,"Pulatov, Ukran Pulatovich","Khmelʹnit︠s︡kiĭ, Sergeĭ Grigorʹevich.",,,,,Russian,
http://hdl.handle.net/2451/43314,9/6/18,,in,present,isawdca_000813.pdf,35.9 MB,2973999,monograph,book,Древний Ташкент,Drevniĭ Tashkent.,Drevniĭ Tashkent.,"Akhrarov, I.I.","Ахраров, И.",?,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1973,146,,,,Uzbekistan,Tashkent (Uzbekistan)--Antiquities.,,"LIMITED VIEW, https://catalog.hathitrust.org/api/volumes/oclc/217814308.html","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43315,9/6/18,,in,present,isawdca_000817.pdf,116 MB,593274146,serial,serial,"Труды XIII конгресса по истории науки, секция 1","Trudy XIII Mezhdunarodnogo kongressa po istorii nauki, sekt︠s︡ii︠a︡ I","Trudy XIII Mezhdunarodnogo kongressa po istorii nauki, sekt︠s︡ii︠a︡ I",,,,Москва,Moskva,"Изд-во ""Наука""","Izd-vo ""Nauka""",48,1974,330,,,I,,Science -- History -- Congresses. Technology -- History -- Congresses. Research -- History -- Congresses.,,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015030952728","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43316,9/6/18,,in,present,isawdca_000818.pdf,34.9 MB,593274146,serial,serial,"Труды XIII конгресса по истории науки, секции III, IV","Trudy XIII Mezhdunarodnogo kongressa po istorii nauki, sekt︠s︡ii III, IV","Trudy XIII Mezhdunarodnogo kongressa po istorii nauki, sekt︠s︡ii III, IV",,,,Москва,Moskva,"Изд-во ""Наука""","Izd-vo ""Nauka""",48,1974,238,,,"III, IV",,Science -- History -- Congresses. Technology -- History -- Congresses. Research -- History -- Congresses.,,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015030952728","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43317,9/6/18,,in,present,isawdca_000819.pdf,35.1 MB,593274146,serial,serial,"Труды XIII конгресса по истории науки, секция VII","Trudy XIII Mezhdunarodnogo kongressa po istorii nauki, sekt︠s︡ii︠a︡ VII","Trudy XIII Mezhdunarodnogo kongressa po istorii nauki, sekt︠s︡ii︠a︡ VII",,,,Москва,Moskva,"Изд-во ""Наука""","Izd-vo ""Nauka""",48,1974,258,,,VII,,Science -- History -- Congresses. Technology -- History -- Congresses. Research -- History -- Congresses.,,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015030952728","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43294,9/6/18,,in,present,isawdca_000820.pdf,32.6 MB,593274146,serial,serial,"Труды XIII конгресса по истории науки, секция VIII","Trudy XIII Mezhdunarodnogo kongressa po istorii nauki, sekt︠s︡ii︠a︡ VIII","Trudy XIII Mezhdunarodnogo kongressa po istorii nauki, sekt︠s︡ii︠a︡ VIII",,,,Москва,Moskva,"Изд-во ""Наука""","Izd-vo ""Nauka""",48,1974,177,,,VIII,,Science -- History -- Congresses. Technology -- History -- Congresses. Research -- History -- Congresses.,,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015030952728","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43295,9/6/18,,in,present,isawdca_000821.pdf,99.4 MB,593274146,serial,serial,"Труды XIII конгресса по истории науки, секция XI","Trudy XIII Mezhdunarodnogo kongressa po istorii nauki, sekt︠s︡ii︠a︡ XI","Trudy XIII Mezhdunarodnogo kongressa po istorii nauki, sekt︠s︡ii︠a︡ XI",,,,Москва,Moskva,"Изд-во ""Наука""","Izd-vo ""Nauka""",48,1974,342,,,XI,,Science -- History -- Congresses. Technology -- History -- Congresses. Research -- History -- Congresses.,,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015030952728","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43296,9/6/18,,in,present,isawdca_000822.pdf,96.5 MB,593274146,serial,serial,"Труды XIII конгресса по истории науки, секция 12","Trudy XIII Mezhdunarodnogo kongressa po istorii nauki, sekt︠s︡ii︠a︡ XII","Trudy XIII Mezhdunarodnogo kongressa po istorii nauki, sekt︠s︡ii︠a︡ XII",,,,Москва,Moskva,"Изд-во ""Наука""","Izd-vo ""Nauka""",48,1974,294,,,XII,,Science -- History -- Congresses. Technology -- History -- Congresses. Research -- History -- Congresses.,,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015030952728","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43297,9/6/18,,in,present,isawdca_000825.pdf,18.0 MB,253879814,monograph,book,Когда боги были на земле... (Саймалы-Таш),Kogda bogi byli na zemle,Kogda bogi byli na zemle,"Pomaskina, Galina Aleksandrovna","Помаскина, Г.А.",?,Фрунзе,Frunze,"Изд-во ""Кыргызстан""","Izd-vo ""Kyrgyzstan""",53,1975,40,,,,Kyrgyzstan,Petroglyphs--Kyrgyzstan,,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43298,9/6/18,,in,present,isawdca_000827.pdf,19.8 MB,38506768,monograph,book,Парфянское сельское поселение Гарры-Кяриз,Parfi︠a︡nskoe selʹskoe poselenie Garry-Ki︠a︡riz,,"Pilipko, V. N. (Viktor Nikolaevich)","Пилипко, В.Н.",1941-,Ашхабад,Ashkhabad,"Изд-во ""Ылым""","Izd-vo ""Ylym""",46,1975,155,,,,Turkmenistan,Garrykariz (Turkmenistan),,"LIMITED VIEW, http://hdl.handle.net/2027/wu.89067065839","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,"Atagarryev, E.",,,,,,Russian,
http://hdl.handle.net/2451/43299,9/6/18,,in,present,isawdca_000828.pdf,40.8 MB,314946024,monograph,book,Чильхуджра,Chilʹkhudzhra.,Chilʹkhudzhra.,"Pulatov, Uktam Pulatovich","Пулатов, У.П.",1936-,Душанбе,Dushanbe,"Изд-во ""Дониш""","Izd-vo ""Donish""",4,1975,257,Материальная культура Уструшаны,Materialʹnai︠a︡ kulʹtura Ustrushany,3,Tajikistan,Tajikistan--Antiquities.,,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43300,9/6/18,,in,present,isawdca_000829.pdf,28.4 MB,3249755,monograph,book,Древности Казахстана,Drevnosti Kazakhstana,Drevnosti Kazakhstana,"Akishev, Kemal' Akishevich","Акишев, К.А.",1924-2003,Алма-Ата,Alma-Ata,"Изд-во ""Наука"", Казахской ССР","Izd-vo ""Nauka"" Kazakhskoĭ SSR",22,1975,170,,,,Kazakhstan,Kazakhstan -- Antiquities.,,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015026734148","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43301,9/6/18,,in,present,isawdca_000832.pdf,190 MB,575469091,monograph,book,Кочевники Азии: структура хозяйства и общественной организации,Kochevniki Azii : struktura khozi︠a︡ĭstva i obshchestvennoĭ organizat︠s︡ii,Kochevniki Azii : struktura khozi︠a︡ĭstva i obshchestvennoĭ organizat︠s︡ii,"Markov, G. E. (Gennadiĭ Evgenʹevich)","Марков, Г.Е.",1923-,Москва,Moskva,Изд-во Московского университета,Izd-vo Moskovskogo universiteta,28,1976,321,Академия фундаментальных исследований : история,Akademii︠a︡ fundamentalʹnykh issledovaniĭ : istorii︠a︡,,Central Asia,Nomads--Asia,,"LIMITED VIEW, https://catalog.hathitrust.org/api/volumes/oclc/3624083.html","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43302,9/6/18,,in,present,isawdca_000833.pdf,32.3 MB,7367252,monograph,book,Материалы к палеоантропологии Таджикистана,Materialy k paleoantropologii Tadzhikistana,Materialy k paleoantropologii Tadzhikistana,"Kii︠a︡tkina, T. P. (Tatʹi︠a︡na Petrovna)","Кияткина, Т.П.",?,Душанбе,Dushanbe,"Изд-во ""Дониш""","Izd-vo ""Donish""",4,1976,190,,,,Tajikistan,Prehistoric peoples--Tajikistan. Craniology--Tajikistan.,,"LIMITED VIEW, http://hdl.handle.net/2027/uc1.b4558842","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43303,9/6/18,,in,present,isawdca_000836.pdf,38.8 MB,4316982,monograph,book,Средневековые загородные культовые сооружения Средней Азии,Srednevekovye zagorodnye kulʹtovye sooruzhenii︠a︡ Sredneĭ Azii,Srednevekovye zagorodnye kulʹtovye sooruzhenii︠a︡ Sredneĭ Azii,"Kochnev, Boris Dmitrievich.","Кочнев, Б.Д.",1940-2002,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1976,86,,,,Central Asia,"Mosques--Asia, Central. Islamic architecture--Asia, Central. Asia, Central--Antiquities.",,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43305,9/6/18,,in,present,isawdca_000837.pdf,34.4 MB,3889203,monograph,book,Древности Ташкента,Drevnosti Tashkenta,Drevnosti Tashkenta,"Guli︠a︡mov, I︠A︡. G. (I︠A︡khʹi︠a︡ Guli︠a︡movich)","Гулямов, Я.Г.",1908-1977,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1976,134,,,,Uzbekistan,Tashkent (Uzbekistan)--Antiquities. Uzbekistan--Antiquities.,,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43306,9/6/18,,in,present,isawdca_000838.pdf,18.7 MB,63492285,monograph,book,Древности Чарвака,Drevnosti Charvaka,Drevnosti Charvaka,"Sulejmanov, R. Kh.","Сулейманов, Р.",?,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1976,90,,,,Central Asia,Paleolithic period--Chirchik River Valley (Kazakhstan and Uzbekistan). Chirchik River (Kazakhtan and Uzbekistan)--Antiquities.,,"LIMITED VIEW, http://hdl.handle.net/2027/uc1.b3426356","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43307,9/6/18,,in,present,isawdca_000839.pdf,33.7 MB,3382197,monograph,book,Первобытный Туркменистан,Pervobytnyĭ Turkmenistan,Pervobytnyĭ Turkmenistan,"Masson, V. M. (Vadim Mikhaĭlovich), 1929-","Массон, В.М.",1929-2010,Ашхабад,Ashkhabad,"""Ылым"" неширяты","""Ylym"" neshiri͡aty",46,1976,157,,,,Turkmenistan,Prehistoric peoples--Turkmenistan. Turkmenistan--Antiquities.,,"LIMITED VIEW, https://catalog.hathitrust.org/api/volumes/oclc/214504763.html","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,"Atagarryev, E",,,,,,Russian,
http://hdl.handle.net/2451/43308,9/6/18,,in,present,isawdca_000840.pdf,111 MB,9189995,monograph,book,Прошлое Казахстана по археологическим источникам,Proshloe Kazakhstana po arkheologicheskim istochnikam,Proshloe Kazakhstana po arkheologicheskim istochnikam,"Akishev, Kemal' Akishevich","Акишев, К.А.",1924-2003,Алма-Ата,Alma-Ata,"Изд-во ""Наука"", Казахской ССР","Izd-vo ""Nauka"" Kazakhskoĭ SSR",22,1976,238,,,,Kazakhstan,Excavations (Archaeology)--Kazakhstan. Kazakhstan--Antiquities.,,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015026734122","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",From folder Disk16 new,,,,,,,Russian,
http://hdl.handle.net/2451/43309,9/6/18,,in,present,isawdca_000843.pdf,38.2 MB,20145940,monograph,book,Нахшеб на рубеже древности и средневековья (III-VII вв.),Nakhsheb na rubezhe drevnosti i srednevekovʹi︠a︡ III-VII vv.,,"Kabanov, S. K. (Sergeĭ Kuzʹmich)","Кабанов, С.К.",1909-?,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1977,176,,,,Uzbekistan,Qashqadar oblast' (Uzbekistan)--Antiquities. Uzbekistan--Antiquities. Antiquities.,,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43310,9/6/18,,in,present,isawdca_000844.pdf,31.5 MB,5665098,monograph,book,Родина парфян,Rodina parfi︠a︡n,Rodina parfi︠a︡n,"Koshelenko, G. A. (Gennadiĭ Andreevich)","Кошеленко, Г.А.",1935-2015,Москва,Moskva,"Изд-во ""Советский художник""","Izd-vo ""Sovetskiĭ khudozhnik""",7,1977,180,,,,,"Art, Parthian.",,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43318,9/6/18,,in,present,isawdca_000845.pdf,17.5 MB,79488148,monograph,book,Тангалар утмиш даракчилари,Tangalar utmish darakchilari,,"Ernazarova, T.S.","Эрназарова, Т., Б.Кочнев",?,Тoшкент,Toshken,"Узбекистон ССР ""Фан"" Нашриети","Uzbekiston SSR ""Fan"" Nashrieti",6,1977,38,,,,,Numismatics - ray into history of Uzbekistan (in Usbek),,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,"Kochnev, B.",,,,,,Russian,
http://hdl.handle.net/2451/43329,9/6/18,,in,present,isawdca_000847.pdf,109 MB,7056103,monograph,book,Цитадель древнего Пенджикента,T︠S︡itadelʹ drevnego Pendzhikenta,T︠S︡itadelʹ drevnego Pendzhikenta,"Isakov, A. I. (Abdullo I.)","Исаков, А.И.",1935-1997,Душанбе,Dushanbe,"Изд-во ""Дониш""","Izd-vo ""Donish""",4,1977,203,,,,Tajikistan,Pajakent (Tajikistan)--Antiquities. Tajikistan--Antiquities.,,"LIMITED VIEW, https://catalog.hathitrust.org/api/volumes/oclc/217812533.html","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43336,9/6/18,,in,present,isawdca_000848.pdf,150 MB,4859327,monograph,book,Историография стран Востока (проблемы феодализма),Istoriografii︠a︡ stran Vostoka : Problemy feodalizma,Istoriografii︠a︡ stran Vostoka : Problemy feodalizma,"At︠s︡amba, Ferida Mustafovna","Ацамба, Ф.М.",?,Москва,Moskva,Изд-во Московского университета,Izd-vo Moskovskogo universiteta,28,1977,299,,,,,Feudalism--Orient--Historiography. Orient--Historiography.,,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015070444271","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43337,9/6/18,,in,present,isawdca_000849.pdf,87.1 MB,613212124,monograph,book,История и культура античного мира,Istorii︠a︡ i kulʹtura antichnogo mira,Istorii︠a︡ i kulʹtura antichnogo mira,"Kobylina, M. M. (Marii︠a︡ Mikhaĭlovna)","Кобылина, М.М.",1897-1988,Москва,Moskva,"Изд-во ""Наука""","Izd-vo ""Nauka""",12,1977,240,,,,,"Civilization, Ancient.",,"LIMITED VIEW, http://hdl.handle.net/2027/uc1.b3893132","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43338,9/6/18,,in,present,isawdca_000850.pdf,116 MB,10800995,serial,serial,История степных племен Южного Приаралья (II – нач. I тыс. до н.э.),Istorii︠a︡ stepnykh plemen I︠U︡zhnogo Priaralʹi︠a︡ : (II -nachalo I tysi︠a︡cheletii︠a︡ do n. ė.),Istorii︠a︡ stepnykh plemen I︠U︡zhnogo Priaralʹi︠a︡ : (II -nachalo I tysi︠a︡cheletii︠a︡ do n. ė.),"Itina, Marianna Aleksandrovna.","Итина, М.А.",?,Москва,Moskva,"Изд-во ""Наука""","Izd-vo ""Nauka""",15,1977,246,Труды Хорезмской архeолого-этнографической экспедиции,Trudy Khorezmskoĭ arkheologo-ėtnograficheskoĭ ėkspedit︠s︡ii ;,10,"Uzbekistan, Kazakhstan",Prehistoric peoples--Aral Sea Region (Uzbekistan and Kazakhstan). Bronze age--Aral Sea Region (Uzbekistan and Kazakhstan). Aral Sea Region (Uzbekistan and Kazakhstan)--Antiquities.,,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015019581928","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,Trudy Khorezmskoĭ arkheologo-ėtnograficheskoĭ ėkspedit︠s︡ii,,Russian,
http://hdl.handle.net/2451/43339,9/6/18,,in,present,isawdca_000851.pdf,41.1 MB,5754683,monograph,book,Кетмень-тюбе (археология и история),Ketmenʹ-ti︠u︡be.,Ketmenʹ-ti︠u︡be.,"Ploskikh, V. M. (Vladimir Mikhaĭlovich)","Плоских,В., Д.Винник",1937-,Фрунзе,Frunze,"Изд-во ""Илим""","Izd-vo ""Ilim""",27,1977,239,,,,Kyrgyzstan,Osh oblast' (Kyrgyzstan)--Antiquities. Kyrgyzstan--Antiquities.,,"LIMITED VIEW, http://hdl.handle.net/2027/inu.39000002452717","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,"Vinnik, D.F.",,,,,,Russian,
http://hdl.handle.net/2451/43340,9/6/18,,in,present,isawdca_000852.pdf,100 MB,4754478,monograph,book,Прошлое нашей Родины в памятниках нумизматики,Proshloe nasheĭ rodiny v pami︠a︡tnikakh numizmatiki : Sbornik stateĭ,Proshloe nasheĭ rodiny v pami︠a︡tnikakh numizmatiki : Sbornik stateĭ,"Potin, V. M. (Vsevolod Mikhaĭlovich)","Потин, В.М.",1918-2005,Ленинград,Leningrad,"Изд-во ""Аврора""","Izd-vo ""Avrora""",3,1977,226,,,,Soviet Union,Numismatics--Soviet Union. Soviet Union--History.,,"LIMITED VIEW, http://hdl.handle.net/2027/mdp.39015032460092","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43341,9/6/18,,in,present,isawdca_000854.pdf,46.0 MB,6941559,monograph,book,Поселения кушанского времени Северной Бактрии,Poselenii︠a︡ Kushanskogo vremeni severnoĭ Baktrii,,"Pidaev, Sh. R. (Shakirdzhan Rasulovich)","Пидаев, Ш.Р.",?,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1978,148,,,,Uzbekistan,Kushans. Bactria--History. Uzbekitan--Antiquities.,,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43342,9/6/18,,in,present,isawdca_000855.pdf,28.6 MB,20146891,monograph,book,Древности Туябугуза,Drevnosti Tui︠a︡buguza,Drevnosti Tui︠a︡buguza,Institut arkheologii (Ŭzbekiston SSR fanlar akademii︠a︡si),коллектив авторов,,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1978,170,,,,Uzbekistan,Tashkent Region (Uzbekistan)--Antiquities. Uzbekistan--Antiquities.,,,"The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
http://hdl.handle.net/2451/43319,9/6/18,,in,present,isawdca_000856.pdf,57.3 MB,6036704,monograph,book,Древняя и средневековая культура Юго-восточного Устюрта,Drevni︠a︡i︠a︡ i srednevekovai︠a︡ kul'tura I︠U︡go-Vostochnogo Usti︠u︡rta,Drevni︠a︡i︠a︡ i srednevekovai︠a︡ kul'tura I︠U︡go-Vostochnogo Usti︠u︡rta,"Kamalov, S. K. (Sabir Kamalovich)","Камалов, С.",?,Ташкент,Tashkent,"Изд-во ""Фан"" Узбекской ССР","Izd-vo ""Fan"" Uzbekskoĭ SSR",6,1978,330,,,,"Kazakhstan, Uzbekistan",Neolithic period--Ust Urt (Kazakhstan and Uzbekistan). Excavations (Archaeology)--Ust Urt (Kazakhstan and Uzbekistan). Ust Urt (Kazakhstan and Uzbekistan)--Antiquities,,"LIMITED VIEW, http://hdl.handle.net/2027/inu.39000002061500","The material on this site may be covered under copyright law. We are making such material available on a noncommercial basis for research and educational purposes. If you wish to use copyrighted material from this site for purposes beyond those in accordance with fair use or other relevant copyright exceptions, you must obtain permission from the copyright owner.",,,,,,,,Russian,
